Sep01,14,576,6
Sep02,20,646,11
Sep03,22,612,8
Sep04,33,813,13
Sep05,27,705,12
Sep06,26,674,9
Sep07,28,622,9
Sep08,45,689,19
Sep09,15,597,7
Sep10,18,407,4
Sep11,26,440,14
Sep12,17,449,9
Sep13,19,420,7
Sep14,14,410,7
Sep15,21,459,11
Sep16,11,410,4
Sep17,17,371,7
Sep18,20,473,13
Sep19,19,459,9
Sep20,21,372,8
Sep21,14,371,9
Sep22,19,420,9
Sep23,19,408,10
Sep24,15,400,8
Sep25,10,395,8
Sep26,10,402,7
Sep27,11,343,9
Sep28,20,388,9
Sep29,16,399,8
Sep30,16,347,5
