Jul01,3,123,2
Jun01,23,456,5
Jun02,25,480,8
Jun03,25,518,7
Jun04,26,621,11
Jun05,29,587,8
Jun06,20,510,8
Jun07,19,496,6
Jun08,26,605,10
Jun09,32,548,14
Jun10,33,534,13
Jun11,34,569,10
Jun12,40,611,11
Jun13,29,547,12
Jun14,20,530,9
Jun15,29,720,12
Jun16,36,830,15
Jun17,31,766,13
Jun18,20,713,11
Jun19,33,866,10
Jun20,27,796,13
Jun21,26,707,6
Jun22,34,749,6
Jun23,24,690,4
Jun24,23,677,7
Jun25,32,760,10
Jun26,25,642,13
Jun27,29,781,15
Jun28,32,859,12
Jun29,24,729,12
Jun30,26,735,9
