Apr01,1,181,2
Apr02,3,275,3
Apr03,7,250,3
Apr06,6,185,1
Apr08,8,200,3
Apr09,7,181,2
Apr10,2,176,2
Apr11,2,196,1
Apr12,3,226,1
Apr13,6,134,3
Apr15,2,134,1
Apr16,1,137,2
Apr18,16,382,4
Apr19,13,500,9
Apr20,16,385,6
Apr21,13,405,4
Apr22,9,316,2
Apr23,18,411,7
Apr24,12,336,4
Apr25,15,365,4
Apr26,15,406,9
Apr27,13,325,5
Apr28,21,598,14
Apr29,32,849,12
Apr30,39,776,12
May01,12,181,3
