date,actual_cases,new_cases_last_week,new_cases_2w_ago,active_cases,G_cough,G_covid,G_fatigue,G_fever,G_flu,G_headache,G_lockdown,G_sick,G_symptoms,G_tired,G_virus,T_CB_canada-covid19,T_CB_cases-today,T_CB_coronavirus-cases,T_CB_covid-cases,T_CB_covid19-cases,T_CB_covid19-pandemic,T_CB_have-increased,T_CB_johns-hopkins,T_CB_new-covid,T_CB_new-covid19,T_CB_social-distancing,T_CB_spread-of,T_CB_surged-to,T_CB_tested-positive,T_CB_wave-of,T_CU_case,T_CU_cases,T_CU_corona,T_CU_coronavirus,T_CU_covid,T_CU_covid19,T_CU_death,T_CU_deaths,T_CU_hopkins,T_CU_lockdown,T_CU_new,T_CU_ontario,T_CU_ottawa,T_CU_pandemic,T_CU_quarantinepositive,T_CU_testing,T_CU_tests,T_CU_toronto,T_GB_a-pandemic,T_GB_cases-of,T_GB_coronavirus-cases,T_GB_coronavirus-in,T_GB_covid-19,T_GB_covid19-cases,T_GB_covid19-in,T_GB_covid19-pandemic,T_GB_covid19-testing,T_GB_face-masks,T_GB_new-cases,T_GB_social-distancing,T_GB_spread-of,T_GB_tested-positive,T_GB_the-pandemic,T_GB_the-virus,T_GB_to-wear,T_GU_corona,T_GU_crisis,T_GU_death,T_GU_deaths,T_GU_positive,T_GU_restrictions
2020-10-17,17598,16250,15566,23299,331,381,394,368,512,472,35,548,523,446,63,1,1,2,0,8,4,0,4,0,2,0,1,0,1,1,3,10,1,5,21,57,2,2,4,6,18,22,4,16,0,1,3,7,36,25,24,16,12,43,14,12,26,5,36,83,11,11,75,11,15,142,8,22,42,54,48
2020-10-18,17783,16159,15883,23507,338,368,396,369,518,468,31,517,524,468,62,1,2,3,0,12,4,0,5,0,5,0,0,0,1,1,3,15,1,6,21,60,1,3,5,4,20,15,3,14,0,1,0,2,28,25,22,15,11,49,16,14,26,4,35,79,11,10,69,12,12,142,8,20,42,59,59
2020-10-19,18038,16350,15874,23618,327,360,416,355,517,460,29,538,525,440,62,1,2,3,0,13,4,0,5,0,6,0,0,0,1,1,3,16,1,5,20,64,1,3,5,5,22,16,3,13,0,1,0,4,31,21,27,13,15,46,18,14,24,3,35,79,11,11,64,15,11,142,5,19,43,57,65
2020-10-20,18942,17887,14696,24309,322,359,439,359,557,464,29,555,524,433,62,2,2,2,0,12,4,0,3,0,6,0,0,0,1,1,3,14,1,2,20,62,1,2,3,6,19,18,4,15,0,1,0,5,29,13,30,10,16,38,15,13,20,3,31,70,10,10,69,16,9,149,7,14,38,51,55
2020-10-21,19334,16799,15730,24544,318,348,428,358,577,465,28,543,526,452,61,2,2,2,0,14,4,0,3,0,8,0,0,0,1,1,3,16,1,2,20,65,1,2,3,7,21,17,4,17,0,1,0,7,32,15,27,9,16,42,13,15,17,3,29,73,11,10,75,16,8,143,10,12,48,55,63
2020-10-22,19303,16948,16420,25203,322,340,438,365,572,456,27,542,529,459,61,3,1,2,0,13,3,0,2,0,9,1,1,0,1,1,2,16,1,2,22,71,2,2,2,10,24,17,4,16,0,1,0,11,33,15,27,9,15,47,13,18,14,2,28,80,15,9,70,19,8,147,15,14,57,53,61
2020-10-23,19477,17515,16215,25951,315,337,417,368,552,457,27,542,522,484,63,3,1,3,0,15,3,0,4,0,10,1,1,0,1,0,2,20,1,4,20,68,1,4,4,10,22,17,4,17,0,1,0,12,35,14,26,9,18,50,14,22,13,2,22,84,13,9,73,20,11,146,15,10,58,50,58
2020-10-24,20374,17598,16250,26502,313,331,403,363,534,454,25,527,521,491,63,3,1,3,0,13,3,0,5,0,9,1,1,0,1,0,1,18,0,4,24,56,1,4,5,10,20,14,4,17,0,0,0,14,34,19,24,15,17,48,14,24,10,2,28,87,15,10,83,18,12,151,18,9,68,49,60
2020-10-25,20520,17783,16159,26926,311,330,422,354,523,450,25,532,515,504,63,2,0,2,0,9,4,0,4,0,7,1,1,0,1,1,0,13,1,3,27,53,1,3,4,10,18,20,4,20,0,0,0,18,40,19,24,16,19,44,13,24,8,2,28,84,13,12,87,19,15,165,18,11,69,48,53
2020-10-26,20758,18038,16350,27156,309,333,419,359,522,431,23,522,510,508,61,3,0,2,0,8,4,0,4,0,6,1,1,0,1,1,1,13,2,4,24,54,2,4,4,10,19,20,4,20,0,0,0,17,38,22,23,16,17,44,12,25,9,2,36,90,12,13,89,18,15,170,21,16,83,53,52
2020-10-27,20180,18942,17887,28421,311,337,427,370,503,425,22,530,509,502,62,2,0,2,0,8,4,0,4,0,6,1,1,0,1,1,2,13,2,5,25,54,2,4,4,8,19,20,3,18,0,0,0,17,37,27,19,16,18,48,15,23,8,2,44,89,12,12,87,16,16,171,17,18,105,51,52
2020-10-28,22196,19334,16799,28955,305,339,417,360,478,434,23,545,501,500,62,2,0,3,0,7,4,0,6,0,4,1,1,1,1,1,2,13,2,7,28,57,2,7,6,8,16,20,3,18,0,0,0,17,39,27,24,15,17,47,14,24,10,2,45,82,11,11,86,16,15,177,17,18,102,45,46
2020-10-29,22840,19303,16948,29186,303,344,396,356,475,457,24,527,495,481,61,1,0,4,0,7,3,0,8,0,3,0,1,2,0,1,2,13,2,8,28,48,1,8,8,4,11,22,2,18,0,0,0,16,39,25,30,19,16,42,14,21,8,2,40,78,7,11,84,15,13,184,13,19,93,44,43
2020-10-30,22949,19477,17515,29814,299,343,429,355,460,431,26,477,493,445,60,1,0,4,0,6,3,0,8,0,2,0,1,3,1,1,2,12,2,10,31,55,1,8,8,4,11,22,2,18,0,1,1,15,37,27,32,25,17,44,12,21,8,2,43,81,8,12,90,18,10,195,16,24,100,52,57
2020-10-31,23939,20374,17598,30594,293,349,442,366,452,426,28,483,493,441,61,1,0,4,0,6,3,0,7,0,3,1,1,4,1,1,3,12,3,11,27,64,1,8,7,3,14,30,3,18,0,1,1,17,41,22,33,17,17,44,15,21,8,4,38,81,6,9,89,18,10,195,13,27,91,51,55
2020-11-01,24987,20520,17783,30988,303,354,413,366,446,410,34,500,494,415,60,1,0,4,0,6,1,0,7,0,2,1,1,4,1,0,3,12,2,12,25,59,1,8,7,4,11,32,7,12,0,1,1,13,42,21,36,19,19,43,15,18,8,5,39,103,9,7,95,21,10,185,16,25,95,49,57
2020-11-02,25855,20758,18038,31380,311,353,409,353,429,434,44,507,490,426,62,0,0,5,0,7,1,0,9,0,2,1,1,5,1,0,2,13,2,12,31,57,0,8,9,3,9,39,6,13,0,1,1,17,46,26,35,18,18,45,17,17,8,5,43,92,11,6,97,20,15,193,17,21,93,46,54
2020-11-03,28807,20180,18942,32618,315,351,390,329,423,430,53,496,486,427,59,0,0,6,0,10,1,0,11,0,4,1,1,6,1,0,1,17,2,13,28,61,0,9,11,3,11,37,7,17,0,1,1,15,46,22,37,18,17,44,15,20,8,4,35,87,11,7,100,19,13,186,17,23,78,46,52
2020-11-04,28572,22196,19334,33823,330,351,383,335,414,446,56,497,484,430,57,0,1,5,1,9,1,0,9,0,4,2,1,5,1,0,1,16,2,11,26,59,0,6,9,2,11,37,7,15,0,1,1,13,41,19,36,20,16,44,15,23,5,3,34,90,11,8,99,21,12,195,18,25,86,49,53
2020-11-05,28539,22840,19303,34550,317,334,362,320,387,430,57,485,474,410,55,1,2,5,2,8,2,0,9,1,4,2,1,5,1,1,1,16,3,11,25,61,0,6,9,2,13,36,7,15,0,1,1,11,40,18,33,19,17,41,13,22,5,3,37,94,12,6,101,21,18,176,19,23,86,44,48
2020-11-06,31595,22949,19477,35659,309,325,345,315,373,454,56,476,465,432,52,1,2,4,2,8,2,0,7,1,6,2,2,4,0,1,1,14,3,7,24,53,0,4,7,2,15,37,7,14,0,0,0,11,39,14,34,16,12,39,13,22,4,4,36,91,14,5,98,20,19,174,19,18,78,39,40
2020-11-07,31827,23939,20374,36904,317,316,314,306,351,440,56,444,452,426,49,3,3,4,3,8,3,0,8,2,7,1,2,4,0,3,2,15,2,6,24,52,0,4,8,2,18,29,5,11,0,0,0,6,36,16,38,17,11,35,12,21,3,3,38,85,14,5,86,22,21,175,20,14,81,35,43
2020-11-08,31784,24987,20520,38399,295,315,329,304,334,451,55,436,446,414,48,3,3,4,4,9,4,0,8,3,8,2,2,4,0,3,2,18,2,5,25,56,0,4,8,3,23,27,2,13,0,0,0,7,34,15,34,17,7,35,14,22,3,6,39,59,10,10,74,23,23,165,19,16,87,41,38
2020-11-09,31876,25855,20758,39615,288,320,318,319,326,444,56,416,447,398,46,3,3,3,5,10,4,0,6,4,9,2,2,3,0,3,2,20,1,4,18,56,0,3,6,4,24,20,3,12,0,0,0,2,37,6,33,18,7,35,11,24,4,6,25,61,8,10,68,21,19,168,15,15,77,41,38
2020-11-10,33468,28807,20180,42720,284,329,330,346,308,443,50,411,450,393,49,3,3,2,5,7,4,0,4,4,8,2,2,2,0,3,3,17,1,2,18,52,0,2,4,4,22,22,3,9,0,0,0,3,40,7,32,17,5,31,15,22,4,6,26,64,7,9,57,23,19,161,19,12,83,44,37
2020-11-11,33436,28572,22196,44271,282,340,351,365,285,465,58,401,455,378,49,4,3,3,6,12,5,0,4,5,8,1,2,3,0,4,4,24,1,5,22,62,1,2,4,5,24,21,4,11,0,0,0,6,41,7,34,19,8,35,17,22,4,6,25,63,10,9,55,22,19,148,18,15,70,45,45
2020-11-12,34675,28539,22840,45573,292,363,387,376,278,468,70,385,467,403,52,3,2,2,5,10,5,0,2,4,7,1,1,2,0,3,5,22,0,4,23,60,1,1,2,6,23,20,4,12,0,0,0,5,46,9,31,17,7,39,18,25,4,7,25,56,8,10,53,24,13,145,19,15,76,48,53
2020-11-13,33289,31595,22949,48095,300,390,399,379,268,453,80,413,479,381,55,3,3,2,8,9,4,0,2,5,5,1,0,2,0,3,5,25,1,4,23,59,1,1,2,10,25,23,4,12,0,0,0,5,49,11,27,16,8,38,19,21,4,7,27,51,6,8,51,20,11,138,17,17,83,45,51
2020-11-14,33524,31827,23939,48935,303,423,418,382,270,462,95,426,493,403,58,1,3,1,9,10,3,0,0,5,6,2,0,1,1,1,3,27,1,4,25,56,1,1,0,10,24,24,4,12,0,0,1,7,45,9,23,14,13,42,20,20,4,6,25,53,5,13,52,16,11,129,15,24,82,57,51
2020-11-15,35074,31784,24987,49971,319,441,435,379,266,448,99,456,511,421,62,1,3,1,10,11,2,0,0,5,7,1,0,1,1,1,3,28,1,4,22,55,1,2,0,9,23,20,3,12,0,0,1,7,43,9,24,14,14,41,18,19,5,2,20,60,4,10,53,14,6,130,14,24,71,55,62
2020-11-16,36496,31876,25855,50677,332,451,451,376,275,461,98,468,519,443,63,1,4,2,10,11,2,0,2,5,6,1,0,2,1,1,4,28,1,5,23,55,1,4,2,9,23,19,2,11,0,0,1,8,38,11,25,14,15,47,18,17,5,4,29,63,4,9,58,14,6,118,14,27,73,56,70
2020-11-17,35245,33468,28807,53856,325,459,442,361,277,480,103,492,522,426,64,1,5,2,11,13,2,0,2,6,6,1,0,2,1,1,3,30,1,5,25,56,1,4,2,8,24,18,1,13,0,0,1,7,35,9,24,14,20,51,15,20,5,4,25,62,6,11,57,14,10,124,11,32,63,55,71
2020-11-18,36063,33436,28572,54396,325,466,479,349,282,426,98,500,522,416,66,1,4,1,9,10,1,0,2,6,8,1,0,1,1,1,3,24,1,3,22,44,0,4,2,8,25,20,1,12,0,0,1,6,33,8,20,13,20,44,13,16,8,4,24,65,5,11,61,13,11,124,12,25,61,50,66
2020-11-19,36669,34675,28539,54643,330,475,466,355,283,446,95,535,529,388,67,1,5,1,10,11,1,0,2,7,8,1,0,1,1,2,2,24,1,5,21,56,1,5,2,8,24,19,1,13,0,0,1,8,34,6,20,14,19,41,13,15,9,4,22,61,5,13,60,10,12,127,9,25,54,52,63
2020-11-20,37608,33289,31595,55387,325,480,468,361,278,430,108,556,530,384,66,1,4,1,7,11,2,0,2,6,10,1,0,1,1,2,5,20,0,5,22,61,1,5,2,4,22,14,2,16,0,0,1,9,32,5,20,13,19,39,12,15,12,3,20,63,5,13,63,13,12,120,9,33,54,51,63
