Jun01,"{'WEEKEND SHOWINGS': 1, 'SHOWINGS LOOKCOVID19': 1, 'LOOKCOVID19 MASK': 1, 'MASK GLOVES': 1, 'GLOVES SANITIZER': 1, 'SANITIZER FACEWEAR': 1, 'FACEWEAR SELLERS': 1, 'SELLERS BUYERS': 1, 'BUYERS SHOWINGS': 1, 'SHOWINGS ': 1, ' LONDON': 1, 'LONDON ONTARIO': 1, 'ONTARIO HTTPSTCOHULSNLIMBB': 1, 'AKSHAY KUMAR': 2, 'KUMAR WARNS': 1, 'WARNS AGAINST': 1, 'AGAINST FAKE': 2, 'FAKE CASTING': 2, 'CASTING FOR': 2, 'FOR THE': 2, 'THE SONG': 1, 'SONG ‘FILHALL': 1, '‘FILHALL PART': 1, 'PART 2’': 1, '2’ AKSHAY': 1, 'KUMAR HAS': 1, 'HAS TAKEN': 1, 'TAKEN TO': 1, 'TO SOCIAL': 1, 'SOCIAL MEDIA': 1, 'MEDIA TO': 1, 'TO ALERT': 1, 'ALERT PEOPLE': 1, 'PEOPLE AGAINST': 1, 'THE MUCHANTICIPATED': 1, 'MUCHANTICIPATED SONG': 1, 'SONG “FILHALL': 1, '“FILHALL PART': 1, 'PART 2”': 1, '2” “CORONA': 1, '“CORONA KE': 1, 'KE SAMAY': 1, 'SAMAY FAKE': 1, 'FAKE NEWS': 1, 'NEWS TOH…': 1, 'TOH… HTTPSTCOPZMBLIWZYJ': 1, 'HTTPSTCOPZMBLIWZYJ BOLLYWOOD': 1, 'BOLLYWOOD ENTERTAINMENT': 1, 'COVID ': 1, ' NO': 1, 'NO WORRIES': 1, 'WORRIES 😉': 1, '😉 ': 1, ' I': 1, 'I GOT': 1, 'GOT MR': 1, 'MR DUCKY': 1, 'DUCKY AND': 1, 'AND MY': 1, 'MY THREESOME': 1, 'THREESOME PINK': 1, 'PINK SWAN': 1, 'SWAN KEEPING': 1, 'KEEPING ME': 1, 'ME COMPANY': 1, 'COMPANY 👍👌❤️😊😉😎': 1, '👍👌❤️😊😉😎 ONPOINT': 1, 'ONPOINT COVID19': 1, 'COVID19 BLESSED': 1, 'BLESSED HOTTUBTIME': 1, 'HOTTUBTIME BILLYSBASKETBALLBACKYARDANDSPA': 1, 'BILLYSBASKETBALLBACKYARDANDSPA ENJOYINGTIMEOFF❤️': 1, 'ENJOYINGTIMEOFF❤️ PINKSWAN': 1, 'PINKSWAN MRDUCKY': 1, 'MRDUCKY CHILLING😎…': 1, 'CHILLING😎… HTTPSTCO6MACCJ2RV9': 1, 'THIS IS': 1, 'IS OUR': 1, 'OUR “WE': 1, '“WE ARE': 1, 'ARE QUARANTINED': 1, 'QUARANTINED OUT': 1, 'OUT THE': 1, 'THE NEWS': 1, 'NEWS SUCKS': 1, 'SUCKS THE': 1, 'THE WORLD': 1, 'WORLD MAKES': 1, 'MAKES US': 1, 'US SAD': 1, 'SAD WE': 1, 'WE NEED': 1, 'NEED A': 1, 'A ROCK': 1, 'ROCK CONCERT”': 1, 'CONCERT” FACESMAY2020': 1, 'FACESMAY2020 COVID19': 1, 'COVID19 BESTIES': 1, 'BESTIES QUARANTINELIFE': 1, 'QUARANTINELIFE BOREDINTHEHOUSE': 1, 'BOREDINTHEHOUSE BORED': 1, 'BORED ': 1, ' BURLINGTON': 1, 'BURLINGTON ONTARIO': 1, 'ONTARIO HTTPSTCO7KTA6PWMXM': 1, 'MEN’S TOUPEE': 1, 'TOUPEE NOW': 1, 'NOW IN': 1, 'IN STOCK': 1, 'STOCK MAZALPILO': 1, 'MAZALPILO 👌👌': 1, '👌👌 ': 1, ' PLEASE': 1, 'PLEASE FREE': 1, 'FREE CONSULTATION': 1, 'CONSULTATION NO': 1, 'NO OBLIGATION': 1, 'OBLIGATION VIA': 1, 'VIA VIDEO': 1, 'VIDEO OR': 1, 'OR ': 1, ' IN': 1, 'IN OUR': 1, 'OUR SALON': 1, 'SALON PORCH': 1, 'PORCH ': 1, ' 👍COVID19': 1, '👍COVID19 ': 1, ' 9057314255': 1, '9057314255 ': 1, ' 6472310734🙏KEEP': 1, '6472310734🙏KEEP SAFE': 1, 'SAFE MY': 1, 'MY DEAR': 1, 'DEAR FRIENDS': 1, 'FRIENDS MANTOUPEE': 1, 'MANTOUPEE MANHAIRTOUPE…': 1, 'MANHAIRTOUPE… HTTPSTCOEDY3FPB7V1': 1}"
