Aug01,26,572,9
Aug02,19,662,8
Aug03,21,675,10
Aug04,21,642,8
Aug05,29,739,7
Aug06,24,768,8
Aug07,36,776,10
Aug08,22,730,12
Aug09,24,707,6
Aug10,23,617,7
Aug11,20,730,9
Aug12,24,808,17
Aug13,28,809,13
Aug14,17,820,9
Aug15,33,801,11
Aug16,26,744,9
Aug17,29,752,12
Aug18,23,1030,12
Aug19,33,733,14
Aug20,30,830,12
Aug21,21,770,28
Aug22,28,732,10
Aug23,26,648,21
Aug24,23,674,5
Aug25,21,709,8
Aug26,16,925,4
Aug27,26,740,11
Aug28,22,630,10
Aug29,32,720,13
Aug30,21,650,6
Aug31,18,593,9
Sep01,6,142,1
